@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 182\nSize of the tree: 363\n','Number of leaves: 228\nSize of the tree: 455\n','Number of leaves: 211\nSize of the tree: 421\n','Number of leaves: 215\nSize of the tree: 429\n','Number of leaves: 225\nSize of the tree: 449\n','Number of leaves: 191\nSize of the tree: 381\n','Number of leaves: 208\nSize of the tree: 415\n','Number of leaves: 199\nSize of the tree: 397\n','Number of leaves: 196\nSize of the tree: 391\n','Number of leaves: 204\nSize of the tree: 407\n','Number of leaves: 150\nSize of the tree: 299\n','Number of leaves: 145\nSize of the tree: 289\n','Number of leaves: 164\nSize of the tree: 327\n','Number of leaves: 147\nSize of the tree: 293\n','Number of leaves: 151\nSize of the tree: 301\n','Number of leaves: 134\nSize of the tree: 267\n','Number of leaves: 136\nSize of the tree: 271\n','Number of leaves: 149\nSize of the tree: 297\n','Number of leaves: 175\nSize of the tree: 349\n','Number of leaves: 167\nSize of the tree: 333\n','Number of leaves: 180\nSize of the tree: 359\n','Number of leaves: 171\nSize of the tree: 341\n','Number of leaves: 185\nSize of the tree: 369\n','Number of leaves: 172\nSize of the tree: 343\n','Number of leaves: 194\nSize of the tree: 387\n','Number of leaves: 177\nSize of the tree: 353\n','Number of leaves: 166\nSize of the tree: 331\n','Number of leaves: 152\nSize of the tree: 303\n','Number of leaves: 142\nSize of the tree: 283\n','Number of leaves: 157\nSize of the tree: 313\n','Number of leaves: 163\nSize of the tree: 325\n','Number of leaves: 158\nSize of the tree: 315\n','Number of leaves: 154\nSize of the tree: 307\n','Number of leaves: 168\nSize of the tree: 335\n','Number of leaves: 156\nSize of the tree: 311\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

boilerplate,1,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\"',-6585883636378691736,20151112.1238,8925,992,942,50,0,94.959677,5.040323,0,0.837378,0.050403,0.224507,15.61059,55.854006,721.32285,53700,-52978.67715,0.72714,54.133065,-53.405925,589.719371,0.594475,81195.2808,0.982301,777,0.179104,36,0.820896,165,0.017699,14,0.95572,0.982301,0.968828,0.83953,0.901598,0.952917,0.949597,0.1464,0.8536,0.050403,0.948844,0.949597,0.948483,0.83953,0.901598,0.920511,0.918624,0.949597,253.588,3.72,76.704157,1.095656,76704.157,1095.656,3276630,2974942,333253,94.959677,50,?,?,?,?,?
boilerplate,1,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\"',-6585883636378691736,20151112.1244,8925,992,954,38,0,96.169355,3.830645,0,0.873969,0.038306,0.19572,11.864048,48.692393,721.32285,40812,-40090.67715,0.72714,41.141129,-40.413989,621.304206,0.626315,85544.026441,0.996207,788,0.174129,35,0.825871,166,0.003793,3,0.957473,0.996207,0.976456,0.878933,0.911039,0.956865,0.961694,0.139616,0.860384,0.038306,0.962493,0.961694,0.960417,0.878933,0.911039,0.934502,0.936877,0.961694,348.837,4.518,97.197999,1.185587,97197.999,1185.587,3276630,2974942,333253,96.169355,50,?,?,?,?,?
boilerplate,1,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\"',-6585883636378691736,20151112.125,8925,992,948,44,0,95.564516,4.435484,0,0.853459,0.044355,0.210606,13.760058,52.493307,719.343201,47256,-46536.656799,0.725144,47.637097,-46.911952,603.558384,0.608426,83075.332908,0.992424,786,0.19,38,0.81,162,0.007576,6,0.953883,0.992424,0.972772,0.858348,0.901212,0.952705,0.955645,0.153221,0.846779,0.044355,0.955981,0.955645,0.954156,0.858348,0.901212,0.925825,0.926604,0.955645,347.144,9.978,91.957949,1.082564,91957.949,1082.564,3276630,2974942,333253,95.564516,50,?,?,?,?,?
boilerplate,1,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\"',-6585883636378691736,20151112.1339,8925,992,949,43,0,95.665323,4.334677,0,0.858199,0.043347,0.208199,13.447329,51.893364,719.343201,46182,-45462.656799,0.725144,46.554435,-45.829291,606.189857,0.611078,83437.535654,0.989899,784,0.175,35,0.825,165,0.010101,8,0.957265,0.989899,0.973309,0.861621,0.907449,0.95566,0.956653,0.141754,0.858246,0.043347,0.956558,0.956653,0.955448,0.861621,0.907449,0.928739,0.929014,0.956653,2959.827,0.811,58.591432,0.529668,58591.432,529.668,3276630,2974942,333253,95.665323,50,?,?,?,?,?
boilerplate,1,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\"',-6585883636378691736,20151112.1342,8926,991,945,46,0,95.358224,4.641776,0,0.852054,0.046418,0.215448,14.395225,53.679963,719.017009,49404,-48684.982991,0.725547,49.852674,-49.127127,597.963697,0.603394,82310.347346,0.979772,775,0.15,30,0.85,170,0.020228,16,0.962733,0.979772,0.971178,0.852919,0.914886,0.959404,0.953582,0.12381,0.87619,0.046418,0.952893,0.953582,0.952944,0.852919,0.914886,0.928678,0.926003,0.953582,155.368,1.675,58.767478,0.844366,58767.478,844.366,3276996,2975275,332920,95.358224,50,?,?,?,?,?
boilerplate,1,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\"',-6585883636378691736,20151112.1345,8926,991,956,35,0,96.468214,3.531786,0,0.8859,0.035318,0.18793,10.952889,46.823871,719.017009,37590,-36870.982991,0.725547,37.931382,-37.205836,626.911228,0.632605,86295.006181,0.99115,784,0.14,28,0.86,172,0.00885,7,0.965517,0.99115,0.978166,0.887984,0.925575,0.964036,0.964682,0.113532,0.886468,0.035318,0.964584,0.964682,0.963935,0.887984,0.925575,0.941955,0.942909,0.964682,196.541,6.422,67.325113,1.250769,67325.113,1250.769,3276996,2975275,332920,96.468214,50,?,?,?,?,?
boilerplate,1,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.Puk -O 1.0 -S 1.0 -C 250007\"',-6585883636378691736,20151112.1346,8926,991,948,43,0,95.660949,4.339051,0,0.858166,0.043391,0.208304,13.456406,51.900019,719.017009,46182,-45462.982991,0.725547,46.601413,-45.875866,605.858479,0.611361,83397.072483,0.989886,783,0.175,35,0.825,165,0.010114,8,0.957213,0.989886,0.973275,0.86159,0.907443,0.955604,0.956609,0.141723,0.858277,0.043391,0.956515,0.956609,0.955403,0.86159,0.907443,0.928675,0.928997,0.956609,38.743,0.356,30.989189,0.35604,30989.189,356.04,3276996,2975275,332920,95.660949,50,?,?,?,?,?
boilerplate,1,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -G 0.01 -C 250007\"',-6585883636378691736,20151112.1347,8925,992,895,97,0,90.221774,9.778226,0,0.680183,0.097782,0.312702,30.284544,77.795628,721.32285,104178,-103456.67715,0.72714,105.018145,-104.291005,466.0121,0.46977,64162.693706,0.957016,757,0.313433,63,0.686567,138,0.042984,34,0.923171,0.957016,0.939789,0.683314,0.821792,0.917764,0.902218,0.258634,0.741366,0.097782,0.898685,0.902218,0.899297,0.683314,0.821792,0.856287,0.839868,0.902218,31.892,0.436,31.859219,0.433874,31859.219,433.874,3276583,2974942,333253,90.221774,50,?,?,?,?,?
boilerplate,1,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -G 0.01 -C 250007\"',-6585883636378691736,20151112.1351,8925,992,900,92,0,90.725806,9.274194,0,0.694873,0.092742,0.304536,28.723485,75.764059,721.32285,98808,-98086.67715,0.72714,99.604839,-98.877699,479.172448,0.483037,65974.671056,0.962073,761,0.308458,62,0.691542,139,0.037927,30,0.924666,0.962073,0.942999,0.69882,0.826808,0.919838,0.907258,0.253642,0.746358,0.092742,0.903962,0.907258,0.904167,0.69882,0.826808,0.861371,0.847175,0.907258,236.257,0.558,85.100563,0.530867,85100.563,530.867,3276583,2974942,333253,90.725806,50,?,?,?,?,?
boilerplate,1,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -G 0.01 -C 250007\"',-6585883636378691736,20151112.1352,8925,992,897,95,0,90.423387,9.576613,0,0.679229,0.095766,0.309461,29.66012,76.989434,721.32285,102030,-101308.67715,0.72714,102.852823,-102.125683,471.27624,0.475077,64887.484646,0.965866,764,0.338308,68,0.661692,133,0.034134,27,0.918269,0.965866,0.941466,0.685833,0.813779,0.914143,0.904234,0.276676,0.723324,0.095766,0.900637,0.904234,0.900005,0.685833,0.813779,0.854255,0.839154,0.904234,69.565,0.946,57.096365,0.768298,57096.365,768.298,3276583,2974942,333253,90.423387,50,?,?,?,?,?
boilerplate,1,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -G 0.01 -C 250007\"',-6585883636378691736,20151112.1353,8925,992,879,113,0,88.608871,11.391129,0,0.616912,0.113911,0.337507,35.279933,83.966982,721.32285,121362,-120640.67715,0.72714,122.340726,-121.613586,423.898987,0.427318,58364.366184,0.955752,756,0.38806,78,0.61194,123,0.044248,35,0.906475,0.955752,0.930462,0.623574,0.783846,0.901648,0.886089,0.318396,0.681604,0.113911,0.880541,0.886089,0.880774,0.623574,0.783846,0.831412,0.807849,0.886089,65.198,0.919,52.913972,0.748468,52913.972,748.468,3276583,2974942,333253,88.608871,50,?,?,?,?,?
boilerplate,1,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -G 0.01 -C 250007\"',-6585883636378691736,20151112.1356,8925,992,898,94,0,90.524194,9.475806,0,0.668631,0.094758,0.307828,29.347909,76.583154,721.32285,100956,-100234.67715,0.72714,101.770161,-101.043021,473.908309,0.47773,65249.880116,0.979772,775,0.38806,78,0.61194,123,0.020228,16,0.908558,0.979772,0.942822,0.685197,0.795856,0.906309,0.905242,0.313529,0.686471,0.094758,0.903763,0.905242,0.898389,0.685197,0.795856,0.848323,0.833176,0.905242,183.936,6.387,75.360865,1.519201,75360.865,1519.201,3276583,2974942,333253,90.524194,50,?,?,?,?,?
boilerplate,1,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -G 0.01 -C 250007\"',-6585883636378691736,20151112.1359,8925,992,898,94,0,90.524194,9.475806,0,0.673976,0.094758,0.307828,29.396487,76.725817,719.343201,100956,-100236.656799,0.725144,101.770161,-101.045017,471.984729,0.475791,64965.195582,0.973485,771,0.365,73,0.635,127,0.026515,21,0.913507,0.973485,0.942543,0.685212,0.804242,0.910455,0.905242,0.296757,0.703243,0.094758,0.902338,0.905242,0.899668,0.685212,0.804242,0.85159,0.836214,0.905242,200.302,0.444,64.863941,0.444143,64863.941,444.143,3276583,2974942,333253,90.524194,50,?,?,?,?,?
boilerplate,1,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -G 0.01 -C 250007\"',-6585883636378691736,20151112.14,8925,992,884,108,0,89.112903,10.887097,0,0.626964,0.108871,0.329956,33.774687,82.241207,719.343201,115992,-115272.656799,0.725144,116.927419,-116.202275,435.144105,0.438653,59894.357131,0.963384,763,0.395,79,0.605,121,0.036616,29,0.906176,0.963384,0.933905,0.636528,0.784192,0.902229,0.891129,0.322745,0.677255,0.108871,0.886113,0.891129,0.885018,0.636528,0.784192,0.834778,0.812667,0.891129,26.964,0.442,26.900759,0.442457,26900.759,442.457,3276583,2974942,333253,89.112903,50,?,?,?,?,?
boilerplate,1,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -G 0.01 -C 250007\"',-6585883636378691736,20151112.1401,8926,991,891,100,0,89.909183,10.090817,0,0.657347,0.100908,0.31766,31.293968,79.146787,719.017009,107400,-106680.982991,0.725547,108.375378,-107.649831,455.857636,0.459998,62749.294879,0.965866,764,0.365,73,0.635,127,0.034134,27,0.912784,0.965866,0.938575,0.665668,0.800433,0.908872,0.899092,0.298226,0.701774,0.100908,0.895002,0.899092,0.893961,0.665668,0.800433,0.845998,0.828045,0.899092,71.659,6.184,44.639285,1.440774,44639.285,1440.774,3276949,2975275,332920,89.909183,50,?,?,?,?,?
boilerplate,1,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -G 0.01 -C 250007\"',-6585883636378691736,20151112.1403,8926,991,891,100,0,89.909183,10.090817,0,0.644262,0.100908,0.31766,31.293968,79.146787,719.017009,107400,-106680.982991,0.725547,108.375378,-107.649831,455.857636,0.459998,62749.294879,0.977244,773,0.41,82,0.59,118,0.022756,18,0.904094,0.977244,0.939247,0.661638,0.783622,0.901683,0.899092,0.331848,0.668152,0.100908,0.896738,0.899092,0.891443,0.661638,0.783622,0.83972,0.820814,0.899092,105.158,0.436,51.897024,0.43523,51897.024,435.23,3276949,2975275,332920,89.909183,50,?,?,?,?,?
boilerplate,1,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.0010 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.RBFKernel -G 0.01 -C 250007\"',-6585883636378691736,20151112.1403,8926,991,878,113,0,88.597376,11.402624,0,0.602236,0.114026,0.337678,35.362184,84.134189,719.017009,121362,-120642.982991,0.725547,122.464178,-121.738631,421.646918,0.425476,58040.152618,0.965866,764,0.43,86,0.57,114,0.034134,27,0.898824,0.965866,0.93114,0.615659,0.767933,0.895388,0.885974,0.350108,0.649892,0.114026,0.880597,0.885974,0.878159,0.615659,0.767933,0.825205,0.799881,0.885974,31.782,0.437,31.740147,0.43386,31740.147,433.86,3276949,2975275,332920,88.597376,50,?,?,?,?,?
boilerplate,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20151112.1404,8925,992,925,67,0,93.245968,6.754032,0,0.795163,0.069453,0.238425,21.510529,59.316618,721.32285,514.572276,206.750574,0.72714,0.518722,0.208418,539.075776,0.543423,74222.437329,0.950695,752,0.139303,28,0.860697,173,0.049305,39,0.964103,0.950695,0.957352,0.795613,0.969426,0.991371,0.93246,0.121068,0.878932,0.06754,0.934102,0.93246,0.933123,0.795613,0.969426,0.974469,0.897562,0.93246,38.363,0.011,38.251032,0.009193,38251.032,9.193,56214,2974942,333253,96.169355,53.729839,?,?,?,?,?
boilerplate,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20151112.1405,8925,992,944,48,0,95.16129,4.83871,0,0.852446,0.054128,0.20666,16.764096,51.413925,721.32285,370.682012,350.640837,0.72714,0.373671,0.353469,580.552917,0.585235,79933.201274,0.964602,763,0.099502,20,0.900498,181,0.035398,28,0.974457,0.964602,0.969504,0.852704,0.981584,0.995158,0.951613,0.086514,0.913486,0.048387,0.952487,0.951613,0.951962,0.852704,0.981584,0.983241,0.926216,0.951613,37.447,0.004,37.414404,0.004595,37414.404,4.595,56214,2974942,333253,97.076613,53.175403,?,?,?,?,?
boilerplate,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20151112.1405,8925,992,935,57,0,94.254032,5.745968,0,0.818474,0.058499,0.223616,18.117823,55.632473,721.32285,648.966165,72.356685,0.72714,0.6542,0.07294,569.550127,0.574143,78418.286333,0.970923,768,0.169154,34,0.830846,167,0.029077,23,0.957606,0.970923,0.964218,0.818976,0.969533,0.991441,0.94254,0.140772,0.859228,0.05746,0.941668,0.94254,0.94193,0.818976,0.969533,0.96813,0.909219,0.94254,37.813,0.007,37.776794,0.004963,37776.794,4.963,56214,2974942,333253,96.572581,52.620968,?,?,?,?,?
boilerplate,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20151112.1406,8925,992,927,65,0,93.447581,6.552419,0,0.797597,0.069612,0.243709,21.559887,60.631305,721.32285,725.605582,-4.282733,0.72714,0.731457,-0.004317,543.216999,0.547598,74792.619986,0.958281,758,0.159204,32,0.840796,169,0.041719,33,0.959494,0.958281,0.958887,0.797601,0.960627,0.988653,0.934476,0.135399,0.864601,0.065524,0.9346,0.934476,0.934536,0.797601,0.960627,0.965681,0.898798,0.934476,37.429,0.009,37.396382,0.007003,37396.382,7.003,56214,2974942,333253,95.564516,53.427419,?,?,?,?,?
boilerplate,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20151112.1407,8925,992,940,52,0,94.758065,5.241935,0,0.829554,0.055178,0.217155,17.089284,54.025142,721.32285,551.737469,169.58538,0.72714,0.556187,0.170953,581.466787,0.586156,80059.027081,0.983565,778,0.19403,39,0.80597,162,0.016435,13,0.952264,0.983565,0.967662,0.832583,0.971168,0.991962,0.947581,0.158045,0.841955,0.052419,0.946885,0.947581,0.946192,0.832583,0.971168,0.97717,0.914682,0.947581,37.49,0.006,37.456029,0.005458,37456.029,5.458,56214,2974942,333253,96.370968,52.419355,?,?,?,?,?
boilerplate,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20151112.1407,8925,992,939,53,0,94.657258,5.342742,0,0.822426,0.056269,0.221998,17.456235,55.332899,719.343201,718.105139,1.238062,0.725144,0.723896,0.001248,573.948424,0.578577,78999.741662,0.988636,783,0.22,44,0.78,156,0.011364,9,0.946796,0.988636,0.967264,0.82814,0.961297,0.987279,0.946573,0.177936,0.822064,0.053427,0.946525,0.946573,0.944588,0.82814,0.961313,0.969569,0.911029,0.946573,37.328,0.008,37.297274,0.005619,37297.274,5.619,56214,2974942,333253,96.068548,52.217742,?,?,?,?,?
boilerplate,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20151112.1408,8925,992,940,52,0,94.758065,5.241935,0,0.832153,0.058268,0.21605,18.076224,53.850176,719.343201,511.646222,207.696979,0.725144,0.515772,0.209372,570.303503,0.574903,78498.045315,0.977273,774,0.17,34,0.83,166,0.022727,18,0.957921,0.977273,0.9675,0.833265,0.964072,0.987577,0.947581,0.140308,0.859692,0.052419,0.946682,0.947581,0.946751,0.833265,0.964072,0.971828,0.916042,0.947581,37.637,0.004,37.593747,0.00462,37593.747,4.62,56214,2974942,333253,97.278226,53.931452,?,?,?,?,?
boilerplate,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20151112.1408,8926,991,925,66,0,93.340061,6.659939,0,0.792506,0.068979,0.24383,21.392047,60.751529,719.017009,719.771884,-0.754875,0.725547,0.726309,-0.000762,539.354199,0.544252,74242.686765,0.959545,759,0.17,34,0.83,166,0.040455,32,0.957125,0.959545,0.958333,0.792521,0.958515,0.988004,0.933401,0.143856,0.856144,0.066599,0.933161,0.933401,0.933275,0.792521,0.958515,0.959391,0.896252,0.933401,37.912,0.006,37.871362,0.004821,37871.362,4.821,56214,2975275,332920,95.963673,53.077699,?,?,?,?,?
boilerplate,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20151112.1409,8926,991,943,48,0,95.156408,4.843592,0,0.847955,0.049949,0.201303,15.490264,50.155677,719.017009,399.28009,319.736919,0.725547,0.402906,0.322641,589.626596,0.594981,81162.736362,0.973451,770,0.135,27,0.865,173,0.026549,21,0.966123,0.973451,0.969773,0.848108,0.976802,0.993048,0.951564,0.113113,0.886887,0.048436,0.951114,0.951564,0.951287,0.848108,0.976802,0.982306,0.923973,0.951564,37.357,0.004,37.325666,0.004572,37325.666,4.572,56214,2975275,332920,97.376387,52.724521,?,?,?,?,?
boilerplate,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20151112.141,8926,991,941,50,0,94.954591,5.045409,0,0.83857,0.058019,0.218653,17.992968,54.478562,719.017009,499.964908,219.052101,0.725547,0.504505,0.221041,570.449867,0.575631,78523.039008,0.978508,774,0.165,33,0.835,167,0.021492,17,0.959108,0.978508,0.968711,0.839691,0.968483,0.990626,0.949546,0.136038,0.863962,0.050454,0.948714,0.949546,0.948747,0.839691,0.968483,0.976084,0.919251,0.949546,37.568,0.006,37.529176,0.004786,37529.176,4.786,56214,2975275,332920,96.569122,53.077699,?,?,?,?,?
boilerplate.en,1,1,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20151112.141,12964,1441,1385,56,0,96.11381,3.88619,0,0.752988,0.057423,0.171612,34.92389,59.901549,629.98853,213.278895,416.709635,0.437188,0.148008,0.289181,349.941392,0.242846,79843.399724,0.983219,1289,0.261538,34,0.738462,96,0.016781,22,0.974301,0.983219,0.97874,0.754045,0.975075,0.997331,0.961138,0.239458,0.760542,0.038862,0.9598,0.961138,0.960286,0.754045,0.975075,0.984371,0.876467,0.961138,0.519,0.001,0.500891,0.001447,500.891,1.447,13687,4319932,482773,99.44483,58.015267,?,?,?,?,?
boilerplate.en,1,2,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20151112.141,12964,1441,1399,42,0,97.085357,2.914643,0,0.813391,0.050906,0.149982,30.960283,52.351408,629.98853,167.500046,462.488484,0.437188,0.116239,0.32095,380.941429,0.264359,86916.436548,0.989321,1297,0.215385,28,0.784615,102,0.010679,14,0.978868,0.989321,0.984067,0.81497,0.986194,0.998567,0.970854,0.196917,0.803083,0.029146,0.969886,0.970854,0.970102,0.81497,0.986194,0.990324,0.906668,0.970854,0.552,0.002,0.53473,0.001483,534.73,1.483,13583,4319932,482773,99.653019,58.466343,?,?,?,?,?
boilerplate.en,1,3,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20151112.141,12964,1441,1379,62,0,95.697432,4.302568,0,0.744951,0.057456,0.173726,34.837211,60.430656,633.317619,208.035627,425.281992,0.439499,0.144369,0.29513,347.968279,0.241477,79439.74574,0.974046,1276,0.21374,28,0.78626,103,0.025954,34,0.978528,0.974046,0.976282,0.745178,0.983276,0.998334,0.956974,0.196669,0.803331,0.043026,0.957918,0.956974,0.957407,0.745178,0.983276,0.984987,0.872469,0.956974,0.599,0.002,0.57704,0.001511,577.04,1.511,13687,4319932,482773,99.583622,57.911173,?,?,?,?,?
boilerplate.en,1,4,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20151112.141,12964,1441,1396,45,0,96.877169,3.122831,0,0.809101,0.049794,0.15604,30.191674,54.278582,633.317619,180.695708,452.621911,0.439499,0.125396,0.314103,387.732445,0.269072,88517.743322,0.983969,1289,0.183206,24,0.816794,107,0.016031,21,0.981721,0.983969,0.982844,0.809167,0.983935,0.998271,0.968772,0.168008,0.831992,0.031228,0.968468,0.968772,0.968609,0.809167,0.983935,0.988255,0.904549,0.968772,0.552,0.002,0.534119,0.001484,534.119,1.484,13687,4319932,482773,99.583622,57.460097,?,?,?,?,?
boilerplate.en,1,5,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20151112.141,12964,1441,1387,54,0,96.252602,3.747398,0,0.760097,0.055206,0.173012,33.472634,60.182265,633.317619,224.62402,408.6936,0.439499,0.155881,0.283618,357.077277,0.247798,81519.292996,0.985496,1291,0.267176,35,0.732824,96,0.014504,19,0.973605,0.985496,0.979514,0.762025,0.975246,0.997415,0.962526,0.244205,0.755795,0.037474,0.960985,0.962526,0.961421,0.762025,0.975246,0.983412,0.880001,0.962526,0.632,0.002,0.614889,0.001542,614.889,1.542,13687,4319932,482773,99.028452,57.494795,?,?,?,?,?
boilerplate.en,1,6,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20151112.141,12965,1440,1382,58,0,95.972222,4.027778,0,0.738477,0.05882,0.175616,35.763632,61.28011,629.851559,350.561315,279.290244,0.437397,0.243445,0.193952,335.919199,0.233277,76648.12959,0.984733,1290,0.292308,38,0.707692,92,0.015267,20,0.971386,0.984733,0.978014,0.740921,0.958318,0.991111,0.959722,0.267297,0.732703,0.040278,0.957848,0.959722,0.958362,0.740921,0.95832,0.975906,0.869172,0.959722,0.548,0.003,0.532301,0.001596,532.301,1.596,13687,4320265,482440,99.027778,57.951389,?,?,?,?,?
boilerplate.en,1,7,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20151112.141,12965,1440,1390,50,0,96.527778,3.472222,0,0.772871,0.054583,0.168311,33.18767,58.73115,629.851559,210.486733,419.364826,0.437397,0.146171,0.291226,362.494508,0.251732,82711.932249,0.98855,1295,0.269231,35,0.730769,95,0.01145,15,0.973684,0.98855,0.981061,0.77608,0.975913,0.997309,0.965278,0.245959,0.754041,0.034722,0.963749,0.965278,0.963963,0.77608,0.975913,0.985027,0.886364,0.965278,0.548,0.002,0.530988,0.00149,530.988,1.49,13687,4320265,482440,99.375,57.8125,?,?,?,?,?
boilerplate.en,1,8,weka.classifiers.functions.Logistic,'-R 1.0E-8 -M -1',3932117032546553727,20151112.141,12965,1440,1384,56,0,96.111111,3.888889,0,0.747495,0.056682,0.169075,34.463871,58.997661,629.851559,193.377875,436.473683,0.437397,0.13429,0.303107,348.516043,0.242025,79522.405693,0.985496,1291,0.284615,37,0.715385,93,0.014504,19,0.972139,0.985496,0.978772,0.749969,0.982819,0.998267,0.961111,0.26023,0.73977,0.038889,0.959339,0.961111,0.959798,0.749969,0.982819,0.986746,0.873683,0.961111,0.566,0.001,0.549771,0.001543,549.771,1.543,13687,4320265,482440,99.652778,57.8125,?,?,?,?,?
