@relation boilerplate

@attribute Length numeric
@attribute PageProp numeric
@attribute PercText numeric
@attribute PercDiv numeric
@attribute DocMarkupProp numeric
@attribute MarkupProp numeric
@attribute PunctProp numeric
@attribute LetterProp numeric
@attribute NumberProp numeric
@attribute TagProp numeric
@attribute EmailProp numeric
@attribute UriProp numeric
@attribute HashProp numeric
@attribute YearProp numeric
@attribute AnchorProp numeric
@attribute UpperProp numeric
@attribute SentBogus numeric
@attribute SentLength numeric
@attribute SentCount numeric
@attribute Copy numeric
@attribute EndsPunct numeric
@attribute DtXhtml numeric
@attribute DtHtml4 numeric
@attribute DtHtml5 numeric
@attribute ContArticle numeric
@attribute ContSection numeric
@attribute ContDiv numeric
@attribute ContP numeric
@attribute ContH numeric
@attribute ContBlock numeric
@attribute ContTd numeric
@attribute ContLi numeric
@attribute ContClose numeric
@attribute OpenProp numeric
@attribute SkippedDivs numeric
@attribute Window1 numeric
@attribute Window2 numeric
@attribute Boiler {B,T}

@data
0.005,0.00012,0.640344,0.602941,0.688759,0.545455,0.2,1,0,0,0,0,0,0,0,0.2,0,0.05,0.1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.666667,0.2,0.378418,0.358341,B
0.043,0.008195,0.48218,0.306667,0.09079,0.759777,0.023256,1,0,0,0,0,0,0,0.027027,0.081081,1,0.43,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.55127,0.603533,B
0.009,0.000192,0.660278,0.022495,0.372639,0.357143,0,1.111111,0,0,0,0,0,0,0,0,1,0.09,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.333333,0.1,0.445667,0.464671,B
0.001,0.000649,0.705844,0.310345,0.168324,0.8,0,1,0,0,0,0,0,0,1,1,1,0.01,0.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0.05,0.8,0.8,B
0.322,0.044816,0.078079,0.144509,0.115091,0.199005,0.034161,0.962825,0,0,0,0,0,0,0,0.065637,0,0.53,0.6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.833333,0.05,0.485016,0.579993,T
0.01,0.001566,0.835526,0.751678,0.059297,0.8,0,1.1,0,0,0,0,0,0,0.1,0.090909,1,0.1,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.771054,0.776717,B
0.013,0.000426,0.470764,0.487437,0.124909,0.961078,0,1,0,0,0,0,0,0,0.090909,0.181818,1,0.13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0.05,0.963734,0.912789,T
0.009,0.001024,0.161074,0.087719,0.061058,0.970968,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.955885,0.954726,B
0.022,0.001912,0.603095,0.418605,0.23703,0.826772,0,0.722222,0.333333,0,0,0,0,0.055556,0.055556,0.153846,1,0.22,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0.05,0.820346,0.824229,B
0.02,0.000656,0.958899,0.937186,0.124909,0.941691,0,0.8,0.266667,0,0,0,0,0,0.133333,0.166667,1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.444444,0.1,0.940412,0.939714,B
0.05,0.001577,0.399275,0.22172,0.455538,0.090909,0.02,0.933333,0.066667,0,0,0,0,0,0,0.142857,1,0.5,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.08761,0.093751,B
0.047,0.005773,0.305614,0.383562,0.087217,0.70625,0.042553,0.976744,0,0,0,0,0,0,0.023256,0.142857,1,0.47,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.755042,0.734786,B
0.047,0.00154,0.646509,0.447236,0.124909,0.568807,0.042553,0.975,0,0,0,0,0,0,0,0.025641,1,0.47,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.544956,0.572008,T
0.009,0.00214,0.757727,0.775862,0.078333,0.907217,0,1.142857,0,0,0,0.142857,0,0,0.142857,0,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.812662,0.847148,B
0.056,0.009795,0.562708,0.057143,0.126125,0.763713,0.017857,1,0,0,0,0,0,0,0.019231,0.096154,1,0.56,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.782558,0.682343,B
0.021,0.000448,0.944401,0.619632,0.372639,0.8,0,1.05,0,0,0,0,0,0,0.05,0.095238,1,0.21,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.867036,0.856408,B
0.014,0.006734,0.941318,0.762712,0.07411,0.517241,0.071429,1,0,0,0,0,0,0,2.727273,0.090909,1,0.14,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.64,1,0.695985,0.729552,B
0.005,0.001123,0.926117,0.655172,0.311355,0.864865,0,1.2,0,0,0,0,0,0,0.2,0.166667,1,0.05,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.814508,0.801254,B
0.009,0.00141,0.535871,0.328859,0.059297,0.816327,0,1.111111,0,0,0,0,0,0,0.111111,0.1,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.779773,0.778897,B
0.011,0.000235,0.997076,0.9591,0.372639,0.849315,0,1.090909,0,0,0,0,0,0,0.090909,0.083333,1,0.11,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.878354,0.876329,B
0.003,0.000713,0.192344,0.603448,0.078333,0.953846,0,1.333333,0,0,0,0,0,0,0.333333,0.25,1,0.03,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.921038,0.911426,B
0.286,0.139241,0.040896,0.041667,0.121531,0.128049,0.020979,0.979253,0,0,0,0,0,0,0,0.038136,0,1,0.2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.666667,0.05,0.573461,0.555188,T
0.017,0.011896,0.439468,0.206897,0.106825,0.83,0,1.058824,0,0,0,0,0,0,0.058824,0.055556,1,0.17,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.813363,0.813466,B
0.001,0.000104,0.954127,0.454546,0.325327,0.833333,0,0,2,0,0,0,0,0,0,0,1,0.01,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.884921,0.864286,B
0.021,0.012389,0.835398,0.363636,0.069811,0.930233,0,1.058824,0,0,0,0.058824,0,0,0.117647,0.277778,1,0.21,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.615385,0.3,0.764949,0.840616,T
0.022,0.004119,0.795544,0.827586,0.130577,0.78,0,1.052632,0,0,0,0,0,0,0.052632,0.1,1,0.22,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.763579,0.778259,B
0.009,0.001599,0.976732,0.940476,0.110967,0.863636,0,1.111111,0,0,0,0,0,0,0.111111,0.1,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.461539,0.45,0.833814,0.856855,B
0.059,0.006864,0.794439,0.825581,0.111294,0.770428,0.033898,0.94,0,0,0,0,0,0,0.06,0.12766,1,0.59,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.872924,0.900456,B
0.015,0.002689,0.531637,0.219512,0.069849,0.25,0.066667,1,0,0,0,0,0,0,0,0.142857,1,0.15,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.420034,0.45404,B
0.011,0.001954,0.067673,0.714286,0.110967,0.920863,0.181818,0.666667,0.222222,0,0,0,0,0,0.111111,0.166667,1,0.11,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.925241,0.928114,B
0.018,0.005734,0.365403,0.289256,0.067225,0.862595,0,1.066667,0,0,0,0,0,0,0.066667,0.125,1,0.18,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.497733,0.531661,B
0.009,0.00177,0.967951,0.586207,0.540374,0.930769,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.09,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.571429,0,0.940938,0.843859,B
0.006,0.001534,0.719836,0.606742,0.055452,0.454546,0,1.166667,0,0,0,0,0,0,0,0.142857,1,0.06,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.757335,0.787735,B
0.014,0.002332,0.688874,0.834862,0.421718,0.3,0.285714,0,0.769231,0,0,0,0,0,0,0,1,0.14,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.326543,0.367227,B
0.156,0.059091,0.606061,0.675676,0.114693,0.658643,0.019231,0.939394,0.045455,0,0,0,0,0.007576,0.007576,0.064516,0,0.52,0.3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.6875,0.05,0.640636,0.652457,T
0.036,0.004188,0.885994,0.813954,0.111294,0.906494,0.027778,1,0,0,0,0,0,0,0,0.096774,0,0.36,0.1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.666667,0.15,0.815647,0.880159,T
0.019,0.002976,0.863565,0.798658,0.059297,0.728571,0,1.052632,0,0,0,0,0,0,0.052632,0.05,1,0.19,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.749017,0.752281,B
0.006,0.000489,0.974888,0.795276,0.199733,0.925,0,1.166667,0,0,0,0,0,0,0.166667,0.142857,1,0.06,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.874039,0.795852,B
0.041,0.001344,0.315339,0.150754,0.124909,0.581633,0.195122,0.8,0,0,0,0,0,0,0,0.178571,1,0.41,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.727324,0.693265,T
0.031,0.003526,0.861563,0.947368,0.061058,0.893471,0.16129,0.75,0.107143,0,0,0,0,0,0.035714,0.142857,1,0.31,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.15,0.865498,0.855663,B
0.005,0.001523,0.078915,0.162393,0.073967,0.5,0,1,0.2,0,0,0,0,0,0,0.2,1,0.05,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.711111,0.693333,B
0.009,0.002934,0.843821,0.569893,0.05453,0.8,0,1.111111,0,0,0,0,0,0,0.111111,0.1,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.787281,0.728126,B
0.014,0.002332,0.84044,0.889908,0.421718,0.3,0.285714,0,0.769231,0,0,0,0,0,0,0,1,0.14,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.368018,0.406148,B
0.009,0.002731,0.900789,0.727273,0.516857,0.4,0.111111,0.666667,0.333333,0,0,0,0,0,0,0.166667,1,0.09,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.8,0.15,0.356234,0.443858,B
0.005,0.00012,0.733651,0.720588,0.688759,0.545455,0,1.2,0,0,0,0,0,0,0,0.166667,1,0.05,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.666667,0.2,0.296668,0.386772,B
0.007,0.000149,0.970397,0.865031,0.372639,0.898551,0,1.142857,0,0,0,0,0,0,0.142857,0.125,1,0.07,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.79863,0.703252,B
0.019,0.002857,0.626015,0.361702,0.139536,0.40625,0,1.058824,0,0,0,0,0,0,0,0.111111,1,0.19,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.625,0.15,0.388017,0.374796,T
0.001,0.000512,1.010747,0.387755,0.099867,0.98,0,1,0,0,0,0,0,0,1,0,1,0.01,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.98,0.98,B
0.012,0.00209,0.307438,0.417085,0.12121,0.904762,0,1.090909,0,0,0,0,0,0,0.090909,0.166667,1,0.12,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.898707,0.904209,B
0.064,0.013871,0.986129,0.972973,0.12911,0.146667,0.03125,0.777778,0.148148,0,0,0,0,0.037037,0,0.095238,1,0.64,0.1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.2,0.367619,0.249905,B
0.006,0.000902,0.945865,0.404255,0.139536,0.9625,0,1.166667,0,0,0,0,0,0,0.166667,0,1,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.710566,0.707698,B
0.009,0.006298,0.838349,0.793104,0.106825,0.357143,0,1.111111,0,0,0,0,0,0,0,0.1,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.489418,0.448413,B
0.003,0.000072,0.392833,0.161765,0.688759,0.666667,0,1.333333,0,0,0,0,0,0,0,0,1,0.03,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.666667,0.2,0.345574,0.298639,B
0.02,0.000656,0.97214,0.964824,0.124909,0.953488,0.05,0.888889,0.111111,0,0,0,0,0,0.166667,0.125,1,0.2,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.538462,0.1,0.957136,0.963926,B
0.245,0.046684,0.564596,0.036496,0.078518,0.046693,0.032653,0.966825,0,0,0,0,0,0,0,0.044118,0,1,0.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0.05,0.337897,0.257573,T
0.013,0.000426,0.962406,0.826633,0.124909,0.828947,0,1.090909,0,0,0,0,0,0,0.090909,0.166667,1,0.13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.862876,0.871713,B
0.014,0.003329,0.60913,0.62069,0.078333,0.851064,0.142857,0.5,0.416667,0,0,0,0,0.083333,0.083333,0.166667,1,0.14,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.718784,0.740667,B
0.001,0.000178,0.083304,0.642857,0.110967,0.8,0,0,1,0,0,0,0,0,0,0,1,0.01,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.8,0.8,B
0.026,0.002958,0.237174,0.391813,0.061058,0.927374,0,1.043478,0,0,0,0,0,0,0.043478,0.083333,1,0.26,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.545455,0.2,0.931551,0.918858,B
0.01,0.000213,0.958039,0.705522,0.372639,0.907407,0.1,1,0,0,0,0,0,0,0.1,0.2,1,0.1,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.890248,0.905343,B
0.013,0.001722,0.164636,0.532164,0.143307,0.31579,0.153846,0.3,0.6,0,0,0,0,0.1,0,0.333333,0,0.06,0.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.689732,0.709781,B
0.03,0.006737,0.810465,0.034483,0.311355,0.655172,0,1.037037,0,0,0,0,0,0,0.037037,0.142857,1,0.3,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.694581,0.70572,B
0.995,0.091993,0.061298,0.1,0.779588,0.074419,0.021106,0.970794,0.005841,0,0,0,0,0.001168,0,0.049338,0,1,0.7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.666667,0,0.070765,0.075994,T
0.032,0.003602,0.996398,0.977528,0.204927,0.666667,0,1.035714,0,0,0,0,0,0,0.035714,0.103448,1,0.32,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.15,0.706019,0.556944,B
0.001,0.000104,0.957026,0.666667,0.325327,0.833333,0,0,2,0,0,0,0,0,0,0,1,0.01,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.833333,0.864394,B
0.011,0.000697,0.970916,0.923077,0.142219,0.864198,0,1.090909,0,0,0,0,0,0,0.181818,0.083333,1,0.11,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.596491,0.25,0.897424,0.858589,B
0.012,0.000393,0.477876,0.497487,0.124909,0.333333,0,1.090909,0,0,0,0,0,0,0.363636,0.166667,1,0.12,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.483871,0.85,0.365296,0.555881,T
0.06,0.018067,0.92713,0.857143,0.229351,0.74026,0.016667,1,0,0,0,0,0,0,0,0.056604,1,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.15,0.597834,0.59155,B
0.013,0.002818,0.952536,0.675676,0.12911,0.845238,0,1.076923,0,0,0,0,0,0,0.076923,0.071429,1,0.13,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.555556,0.15,0.929362,0.910249,B
0.019,0.001204,0.57743,0.153846,0.142219,0.939103,0,1.0625,0,0,0,0,0,0,0.0625,0.058824,1,0.19,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.7,0.1,0.512094,0.589395,T
0.017,0.001312,0.219495,0.086022,0.295,0.227273,0,1.058824,0,0,0,0,0,0,0.058824,0.055556,1,0.17,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.375,0.25,0.152411,0.132254,T
0.043,0.003738,0.360657,0.232558,0.23703,0.781726,0.069767,0.837838,0.108108,0,0,0,0,0,0.027027,0.193548,1,0.43,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.642857,0.25,0.796175,0.790156,B
0.01,0.000328,0.986168,0.934673,0.124909,0.879518,0,1.111111,0,0,0,0,0,0,0.111111,0.1,1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.899233,0.914077,B
0.007,0.000677,0.962011,0.869919,0.167162,0.910256,0,0.5,0.666667,0,0,0,0,0.166667,0.166667,0.333333,1,0.07,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.900167,0.900588,B
0.005,0.000107,0.708044,0.108385,0.372639,0.5,0,1.2,0,0,0,0,0,0,0,0.166667,1,0.05,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.353253,0.517747,B
0.02,0.002655,0.324217,0.070632,0.057014,0.866667,0.05,1,0,0,0,0,0,0,0.055556,0.111111,1,0.2,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.545455,0.15,0.837225,0.889498,B
0.002,0.00141,0.016925,0.09375,0.118493,0.714286,0,0,1.5,0,0,0,0,0,0,0,1,0.02,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.541126,0.61039,B
0.033,0.004371,0.973378,0.964912,0.143307,0.797546,0.060606,0.888889,0.037037,0,0,0,0,0,0.037037,0.166667,1,0.33,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.4,0.1,0.875926,0.748718,B
0.104,0.013016,0.443054,0.117647,0.121475,0.697674,0.048077,0.954023,0,0,0,0,0,0,0,0,0,0.52,0.2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.65,0.25,0.812479,0.766346,T
0.017,0.00302,0.967851,0.916667,0.110967,0.913265,0,1.066667,0,0,0,0,0,0,0.133333,0.25,1,0.17,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.909173,0.900049,B
0.011,0.006145,0.778212,0.272727,0.141379,0.869048,0,1.1,0,0,0,0,0,0,0.1,0.090909,1,0.11,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.831705,0.845535,B
0.136,0.018013,0.94808,0.941521,0.143307,0.15528,0.007353,1,0,0,0,0,0,0,0,0.042373,0,1,0.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.372914,0.523481,T
0.01,0.001005,0.907547,0.741742,0.068524,0.93007,0,1.1,0,0,0,0,0,0,0.1,0.090909,1,0.1,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.929129,0.929182,B
0.022,0.002503,0.370265,0.333333,0.061058,0.935103,0,1.052632,0,0,0,0,0,0,0.052632,0.1,1,0.22,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.555556,0.1,0.93283,0.907091,B
0.007,0.000703,0.95508,0.861862,0.068524,0.9375,0,1.142857,0,0,0,0,0,0,0.142857,0.125,1,0.07,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.930915,0.947239,B
0.053,0.006011,0.275377,0.324324,0.076525,0.101695,0.037736,0.978261,0,0,0,0,0,0,0,0.088889,0,0.26,0.2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.542068,0.642482,T
0.012,0.002287,0.980942,0.84,0.09079,0.823529,0,1.083333,0,0,0,0,0,0,0.083333,0.076923,1,0.12,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.880952,0.895824,B
0.038,0.014302,0.628905,0.463415,0.085357,0.908873,0.052632,0.9375,0.03125,0,0,0,0,0,0.03125,0.066667,0,0.19,0.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.454546,0.15,0.880688,0.869229,B
0.013,0.001809,0.767989,0.50289,0.115091,0.828947,0.076923,1,0,0,0,0,0,0,0.153846,0.153846,1,0.13,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.545455,0.15,0.815047,0.818835,B
0.006,0.000489,0.969018,0.700787,0.199733,0.884615,0,1.166667,0,0,0,0,0,0,0.166667,0.142857,1,0.06,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.571429,0.05,0.682224,0.762581,B
0.006,0.000197,0.974041,0.969849,0.124909,0.98718,0.166667,0.6,0.4,0,0,0,0,0,0.6,0,1,0.06,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.533333,0.1,0.966956,0.967899,B
0.005,0.000158,0.707741,0.674208,0.455538,0.976077,0,1.2,0,0,0,0,0,0,0.2,0.166667,1,0.05,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.333333,0.1,0.759102,0.691426,B
0.004,0.001304,0.754809,0.311828,0.05453,0.882353,0,1.25,0,0,0,0,0,0,0.25,0.2,1,0.04,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.806839,0.80111,B
0.1,0.019662,0.348014,0.241379,0.540374,0.447514,0.06,0.943182,0,0,0,0,0,0,0,0.060241,0,1,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6,0,0.471578,0.46204,T
0.011,0.000361,0.940052,0.889447,0.124909,0.970822,0.090909,0.6,0.4,0,0,0,0,0,0.3,0.166667,1,0.11,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.538462,0.1,0.958853,0.961272,B
0.023,0.005879,0.723671,0.696629,0.055452,0.844595,0,1.047619,0,0,0,0,0,0,0.047619,0.090909,1,0.23,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6,0.05,0.821609,0.869544,B
0.012,0.000256,0.926067,0.484663,0.372639,0.870968,0,1.090909,0,0,0,0,0,0,0.090909,0.166667,1,0.12,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.845654,0.83701,B
0.036,0.00501,0.070007,0.202312,0.115091,0.838565,0.111111,0.551724,0.344828,0,0,0,0,0.034483,0.068966,0.125,0,0.36,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.6,0.2,0.596997,0.577539,B
0.021,0.001712,0.978394,0.905512,0.199733,0.771739,0.047619,1,0,0,0,0,0,0,0.052632,0.105263,1,0.21,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.846158,0.834869,B
0.006,0.005976,0.326693,0.166667,0.040316,0.918919,0,1.166667,0,0,0,0,0,0,0.166667,0.142857,1,0.06,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.918272,0.910116,B
0.024,0.014742,0.09828,0.119048,0.063651,0.910112,0.041667,0.809524,0.190476,0,0,0,0,0,0.047619,0.117647,1,0.24,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.555556,0.05,0.90388,0.901108,B
0.015,0.001701,0.695702,0.567568,0.076525,0.904459,0,1.066667,0,0,0,0,0,0,0.066667,0.0625,1,0.15,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.307692,0.3,0.63884,0.649971,B
0.015,0.001507,0.957894,0.867868,0.068524,0.88189,0,1.071429,0,0,0,0,0,0,0.071429,0.133333,1,0.15,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.870154,0.762864,B
0.012,0.001999,0.934377,0.908257,0.421718,0.815385,0.083333,1,0,0,0,0.1,0,0,0,0,0,0.12,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6,0.1,0.505128,0.483077,T
0.024,0.002167,0.966411,0.855204,0.078185,0.845161,0.041667,0.952381,0,0,0,0,0,0,0.142857,0.1,1,0.24,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.608696,0.5,0.869138,0.890309,B
0.005,0.001523,0.100853,0.435897,0.073967,0.5,0,1,0.2,0,0,0,0,0,0,0.2,1,0.05,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.711111,0.746667,B
0.006,0.000603,0.821124,0.537538,0.068524,0.973684,0,1.2,0,0,0,0,0,0,0.2,0.166667,1,0.06,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8,0.05,0.927845,0.928308,B
0.017,0.002252,0.997748,1,0.143307,0.828283,0.058824,1,0,0,0,0,0,0,0.058824,0,1,0.17,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.8,0.15,0.68144,0.756743,B
0.012,0.002523,0.774227,0.285714,0.205353,0.294118,0,1.083333,0,0,0,0,0,0,0,0.076923,1,0.12,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.75,0.1,0.600079,0.643572,B
0.065,0.094752,0.205539,0.4,0.008654,0.575163,0.076923,0.913793,0,0,0,0,0,0,0.017241,0.150943,1,0.65,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.390736,0.521625,B
0.575,0.053429,0.597751,0.503268,0.07994,0.049587,0.02087,0.978088,0,0,0,0,0,0,0,0.081466,0,0.71,0.8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.115393,0.085769,T
0.012,0.011952,0.794821,0.75,0.040316,0.835616,0.166667,0.916667,0,0,0,0,0,0,0.083333,0.181818,1,0.12,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.35,0.83629,0.842268,B
0.029,0.010193,0.945518,0.578947,0.245195,0.820988,0.068966,0.789474,0.157895,0,0,0,0,0,0,0.066667,0,0.29,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.828032,0.712442,B
0.003,0.000418,0.912457,0.803468,0.115091,0.961538,0,1.333333,0,0,0,0,0,0,0.333333,0.25,1,0.03,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.909254,0.904944,B
0.008,0.001253,0.685464,0.563758,0.059297,0.826087,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.08,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.724888,0.737085,B
1,0.02224,0.730391,0.112474,0.372639,0.143092,0.022073,0.975528,0,0,0,0,0,0,0.001112,0.079818,0,1,0.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.909091,0,0.538838,0.517747,T
0.007,0.000221,0.993599,0.927602,0.455538,0.989521,0,1.142857,0,0,0,0,0,0,0.142857,0,1,0.07,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.884366,0.641226,B
