@relation boilerplate

@attribute Length numeric
@attribute PageProp numeric
@attribute PercText numeric
@attribute PercDiv numeric
@attribute DocMarkupProp numeric
@attribute MarkupProp numeric
@attribute PunctProp numeric
@attribute LetterProp numeric
@attribute NumberProp numeric
@attribute TagProp numeric
@attribute EmailProp numeric
@attribute UriProp numeric
@attribute HashProp numeric
@attribute YearProp numeric
@attribute AnchorProp numeric
@attribute UpperProp numeric
@attribute SentBogus numeric
@attribute SentLength numeric
@attribute SentCount numeric
@attribute Copy numeric
@attribute EndsPunct numeric
@attribute DtXhtml numeric
@attribute DtHtml4 numeric
@attribute DtHtml5 numeric
@attribute ContArticle numeric
@attribute ContSection numeric
@attribute ContDiv numeric
@attribute ContP numeric
@attribute ContH numeric
@attribute ContBlock numeric
@attribute ContTd numeric
@attribute ContLi numeric
@attribute ContClose numeric
@attribute OpenProp numeric
@attribute SkippedDivs numeric
@attribute Window1 numeric
@attribute Window2 numeric
@attribute Boiler {B,T}

@data
0.013,0.000426,0.157293,0.261307,0.124909,0.835443,0.153846,0.833333,0,0,0,0,0,0,0,0.1,1,0.13,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.760188,0.665068,T
0.037,0.018014,0.455209,0.541667,0.121531,0.75817,0.108108,0.909091,0,0,0,0,0,0,0.060606,0.133333,1,0.37,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.724946,0.752776,B
0.018,0.002399,0.722207,0.589041,0.098481,0.25,0,1.058824,0,0,0,0,0,0,0,0.111111,1,0.18,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.472164,0.541523,B
0.014,0.002193,0.056391,0.335571,0.059297,0.762712,0.071429,1,0,0,0,0,0,0,0.071429,0.142857,1,0.14,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.789222,0.772847,B
0.014,0.001588,0.964841,0.936937,0.076525,0.903448,0,1.071429,0,0,0,0,0,0,0.071429,0.066667,1,0.14,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.15,0.889249,0.856743,B
0.008,0.000722,0.62456,0.420815,0.078185,0.333333,0,1.125,0,0,0,0,0,0,0,0,1,0.08,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.732711,0.854149,B
0.27,0.054446,0.664852,0.625,0.067652,0.300518,0.02963,0.969298,0,0,0,0,0,0,0,0.076923,0,0.67,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.636364,0.15,0.639661,0.761868,T
0.2,0.019751,0.067549,0.069767,0.336032,0.408284,0.08,0.91573,0,0,0,0.005618,0,0,0.005618,0.06135,0,0.33,0.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.625,0.05,0.349671,0.343997,B
0.02,0.00201,0.910562,0.747748,0.068524,0.886364,0,1.058824,0,0,0,0,0,0,0.058824,0.222222,1,0.2,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.333333,0,0.920931,0.931598,B
0.096,0.019359,0.157491,0.15,0.067652,0.700935,0.125,0.6875,0.1625,0,0,0,0,0.0125,0.025,0.163636,0,0.96,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.631579,0.2,0.778895,0.83522,B
0.015,0.002858,0.816502,0.328467,0.078518,0.758065,0,1.076923,0,0,0,0,0,0,0.076923,0.142857,1,0.15,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.333333,0,0.794033,0.78643,B
0.005,0.000408,0.936975,0.496063,0.199733,0.910714,0,1.2,0,0,0,0,0,0,0.2,0.166667,1,0.05,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4,0,0.896001,0.88687,B
0.019,0.000406,0.955969,0.693252,0.372639,0.81,0,1.055556,0,0,0,0,0,0,0.055556,0.105263,1,0.19,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4,0,0.837187,0.828056,B
0.185,0.016081,0.927764,0.895349,0.23703,0.444444,0.043243,0.888199,0.062112,0,0,0,0,0.006211,0.012422,0.083916,1,1,0.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.571429,0.25,0.45677,0.544811,B
0.009,0.005528,1.007985,0.928571,0.063651,0.867647,0,1.111111,0,0,0,0,0,0,0.111111,0.1,1,0.09,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.822549,0.851952,B
0.004,0.001524,0.849905,0.628572,0.04097,0.941177,0,1.25,0,0,0,0,0,0,0.25,0.2,1,0.04,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.15,0.931124,0.93402,B
0.027,0.006419,0.443414,0.189655,0.078333,0.910891,0,1.043478,0,0,0,0,0,0,0.043478,0.125,1,0.27,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.538462,0.1,0.592982,0.577719,B
0.009,0.000904,0.939202,0.81982,0.068524,0.928,0.111111,1,0,0,0,0,0,0,0.111111,0.222222,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.899618,0.905784,B
0.018,0.005734,0.808219,0.702479,0.067225,0.25,0.055556,1,0,0,0,0,0,0,0.0625,0.75,1,0.18,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.466667,0.45,0.446695,0.536333,B
0.011,0.000361,0.40921,0.417085,0.124909,0.352941,0,1.1,0,0,0,0,0,0,0.4,0.181818,1,0.11,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.461539,0.75,0.318818,0.525839,T
0.019,0.003684,0.346452,0,0.083775,0.888235,0.105263,0.333333,0.6,0,0,0,0,0.066667,0.066667,0.2,0,0.19,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.618339,0.471688,B
0.016,0.002131,0.027841,0.089109,0.137529,0.304348,0,1.066667,0,0,0,0,0,0,0,0.125,1,0.16,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.615385,0.3,0.499984,0.526077,B
0.001,0.000408,0.855161,0.69863,0.075179,0.972222,1,0,0,0,0,0,0,0,0,0,0,0.01,0.1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.75,0,0.873794,0.861813,B
0.003,0.000572,0.928544,0.79562,0.078518,0.914286,0,1.333333,0,0,0,0,0,0,0.333333,0.25,1,0.03,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.571429,0.1,0.844341,0.82899,B
0.012,0.002657,0.864512,0.627119,0.34502,0.837838,0,1.090909,0,0,0,0,0,0,0.181818,0.166667,1,0.12,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.571429,0.05,0.4142,0.594933,B
0.192,0.01669,0.728616,0.825581,0.23703,0.435294,0.057292,0.888235,0.047059,0,0,0,0,0.005882,0.017647,0.10596,0,1,0.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.633333,0.55,0.602224,0.618733,B
0.011,0.001022,0.985783,0.869281,0.07994,0.875,0,1.090909,0,0,0,0,0,0,0.090909,0.083333,1,0.11,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.867798,0.872809,B
0.004,0.000531,0.45247,0.182156,0.057014,0.970149,0,1.25,0,0,0,0,0,0,0.25,0.2,1,0.04,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.545455,0.15,0.963068,0.954433,B
0.025,0.002835,0.757627,0.837838,0.076525,0.910394,0,1,0,0,0,0,0,0,0.086957,0.086957,1,0.25,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.548387,0.6,0.909366,0.757772,B
0.003,0.000572,0.396417,0.04,0.09079,0.9,0.333333,0,1,0,0,0,0,0,0,0,1,0.03,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.75,0.05,0.671939,0.76937,B
0.041,0.01553,0.835227,0.675676,0.114693,0.803828,0.02439,0.969697,0.030303,0,0,0,0,0,0,0.125,1,0.41,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.636364,0,0.784446,0.786102,T
0.011,0.001022,0.683237,0.254902,0.07994,0.3125,0,1.090909,0,0,0,0,0,0,0.090909,1,1,0.11,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.565217,0.75,0.144608,0.289722,B
0.036,0.013714,0.448381,0.642857,0.04097,0.860465,0,1.032258,0,0,0,0,0,0,0.032258,0.15625,1,0.36,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.880712,0.877332,B
0.004,0.000131,0.937791,0.703518,0.124909,0.92,0,1.333333,0,0,0,0,0,0,0.333333,0.25,1,0.04,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.871701,0.862051,B
0.03,0.003685,0.080703,0,0.087217,0.787234,0.033333,0.925926,0.074074,0,0,0,0,0,0.037037,0.24,1,0.3,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.81756,0.802723,B
0.009,0.000284,0.389595,0.19457,0.455538,0.357143,0,1.111111,0,0,0,0,0,0,0,0.1,1,0.09,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.333333,0.05,0.175649,0.317748,B
0.011,0.001723,0.823778,0.731544,0.059297,0.792453,0,1.090909,0,0,0,0,0,0,0.090909,0.083333,1,0.11,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.817741,0.779379,B
0.009,0.001951,0.943867,0.864865,0.12911,0.307692,0,1.111111,0,0,0,0,0,0,0,0.1,1,0.09,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.526316,0.7,0.628257,0.607291,B
0.011,0.001466,0.711144,0.561644,0.098481,0.352941,0.090909,1,0,0,0,0,0,0,0,0.2,1,0.11,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.394469,0.334388,B
0.01,0.001005,0.990353,0.975976,0.068524,0.950495,0,1.111111,0,0,0,0,0,0,0.111111,0.1,1,0.1,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.571429,0.9,0.714217,0.782654,B
0.093,0.033586,0.824847,0.913044,0.093718,0.75266,0,1.011494,0,0,0,0,0,0,0.045977,0.068182,1,0.93,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.529412,0.05,0.781382,0.810292,B
0.007,0.000932,0.001066,0.188119,0.137529,0.416667,0,1.142857,0,0,0,0,0,0,0,0.25,1,0.07,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.645833,0.3,0.458384,0.490506,B
0.008,0.001113,0.917885,0.83815,0.115091,0.880597,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.08,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.887277,0.897033,B
0.024,0.000512,0.705419,0.083845,0.372639,0.2,0,1,0.047619,0,0,0,0,0,0,0.142857,1,0.24,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0.05,0.444872,0.493846,B
0.016,0.003804,0.536377,0.431035,0.078333,0.836735,0.125,0.571429,0.357143,0,0,0,0,0.071429,0.071429,0.125,1,0.16,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.838525,0.838875,B
0.031,0.003516,0.531927,0.630631,0.076525,0.162162,0,1.034483,0,0,0,0,0,0,0,0.066667,1,0.31,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6,0.55,0.487914,0.609644,B
0.017,0.000363,0.659723,0.018405,0.372639,0.947205,0.058824,1,0,0,0,0,0,0,0.0625,0.3125,1,0.17,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.714286,0.05,0.443055,0.415221,T
0.022,0.002211,0.203497,0.087087,0.068524,0.878453,0.090909,0.954545,0,0,0,0,0,0,0,0.142857,1,0.22,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.666667,0.05,0.895168,0.910335,B
0.936,0.607792,0.450649,0.724138,0.168324,0.481153,0.056624,0.915233,0.020885,0,0,0.006143,0,0.001229,0.007371,0.088591,0,1,0.9,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.766667,0,0.499701,0.61982,T
0.015,0.001998,0.954043,0.722772,0.137529,0.25,0,1.071429,0,0,0,0,0,0,0,0.133333,1,0.15,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6,0.35,0.700237,0.680502,T
0.013,0.000426,0.958342,0.811558,0.124909,0.887931,0,1.083333,0,0,0,0,0,0,0.083333,0.153846,1,0.13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.887593,0.893579,B
0.006,0.001144,0.800267,0.573333,0.09079,0.976,0,1.166667,0,0,0,0,0,0,0.166667,0,1,0.06,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.8,0.05,0.665967,0.613381,T
0.008,0.0009,0.630388,0.483146,0.204927,0.875,0,1.142857,0,0,0,0,0,0,0.142857,0.25,1,0.08,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.851263,0.806898,B
0.029,0.003003,0.476131,0.757576,0.325327,0.843243,0.034483,0.958333,0,0,0,0,0,0,0.041667,0.130435,1,0.29,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.15,0.743251,0.497817,B
0.016,0.000341,0.986596,0.94274,0.372639,0.843137,0,1.066667,0,0,0,0,0,0,0.066667,0.1875,1,0.16,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.863709,0.875886,B
0.006,0.00105,0.963967,0.8,0.126125,0.910448,0,1.166667,0,0,0,0,0,0,0.166667,0.142857,1,0.06,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.05,0.888283,0.885777,B
0.058,0.017465,0.982535,0.952381,0.229351,0.389474,0.086207,0.918367,0,0,0,0,0,0,0,0.177778,1,0.58,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.363816,0.296184,B
0.595,0.049625,0.170225,0.333333,0.391204,0.035656,0.065546,0.851429,0.07619,0,0,0,0,0.001905,0,0.0783,0,1,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.666667,0.05,0.065729,0.062538,T
0.012,0.000926,0.9557,0.817204,0.295,0.914894,0,1.1,0,0,0,0,0,0,0.1,0.181818,1,0.12,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6,0.05,0.90376,0.891418,B
0.048,0.001573,0.04805,0.163317,0.124909,0.567568,0.0625,0.952381,0,0,0,0,0,0,0,0.05,0,0.48,0.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.559237,0.533344,T
0.012,0.000378,0.590289,0.565611,0.455538,0.294118,0,0,1.083333,0,0,0,0,0,0,0,1,0.12,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.666667,0.05,0.447246,0.36298,B
0.015,0.002613,0.688034,0.698493,0.12121,0.877049,0.066667,1,0,0,0,0,0,0,0.076923,0.153846,1,0.15,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.929919,0.944108,B
0.006,0.000558,0.995912,0.947712,0.07994,0.935484,0,1.166667,0,0,0,0,0,0,0.166667,0.142857,1,0.06,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.925957,0.925034,B
0.009,0.001745,0.970337,0.911765,0.083775,0.891566,0,1.111111,0,0,0,0,0,0,0.111111,0.1,1,0.09,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.864965,0.806967,B
0.018,0.00282,0.590852,0.422819,0.059297,0.731343,0,1.0625,0,0,0,0,0,0,0.0625,0.117647,1,0.18,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.831569,0.854818,B
0.016,0.006528,0.544676,0.013699,0.075179,0.910112,0.125,0.866667,0.066667,0,0,0,0,0,0.066667,0.076923,0,0.16,0.1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.555556,0.05,0.908046,0.911877,B
0.027,0.01049,0.138695,0,0.155304,0.868293,0.111111,0.916667,0,0,0,0,0,0,0.041667,0.090909,1,0.27,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.05,0.577703,0.715812,B
0.039,0.003624,0.242985,0.294118,0.07994,0.133333,0.051282,0.939394,0.030303,0,0,0,0,0,0,0.129032,0,0.39,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.15,0.130315,0.249401,B
0.114,0.017658,0.362144,0.806452,0.084218,0.927665,0.122807,0.76,0.11,0,0,0,0,0,0.06,0.157895,1,1,0.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.703704,0.05,0.580715,0.721057,B
0.017,0.001708,0.904633,0.753754,0.068524,0.845455,0.117647,0.941177,0,0,0,0,0,0,0.058824,0.125,1,0.17,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6,0.05,0.673685,0.761396,B
0.169,0.267829,0.1458,0.333333,0.015338,0.647917,0.023669,0.945206,0.034247,0,0,0,0,0,0,0.072464,1,1,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.857143,0.05,0.657051,0.673463,B
0.003,0.000301,0.76736,0.645646,0.068524,0.977444,0,1.333333,0,0,0,0,0,0,0.333333,0.25,1,0.03,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.924321,0.762818,B
0.038,0.004668,0.8865,0.808219,0.087217,0.283019,0.052632,0.969697,0,0,0,0,0,0,0.030303,0.21875,1,0.38,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.583333,0.25,0.559399,0.615606,T
0.013,0.001479,0.746218,0.865497,0.061058,0.858696,0,1.083333,0,0,0,0,0,0,0.083333,0.153846,1,0.13,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.583333,0.4,0.618677,0.569292,B
0.025,0.003872,0.029895,0.354839,0.084218,0.166667,0,1.045455,0,0,0,0,0,0,0,0.347826,1,0.25,0.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.636364,0.45,0.406825,0.60271,T
0.015,0.002664,0.179574,0.119048,0.110967,0.858491,0.133333,0.461539,0.461539,0,0,0,0,0.076923,0.076923,0.166667,1,0.15,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.856775,0.858945,B
0.035,0.005421,0.016264,0.129032,0.084218,0.533333,0.142857,0.806452,0.064516,0,0,0,0,0,0.032258,0.08,0,0.17,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.666667,0,0.4,0.501667,B
0.005,0.000386,0.947596,0.774194,0.295,0.945652,0,1.25,0,0,0,0,0,0,0.25,0.2,1,0.05,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.904052,0.883913,B
0.198,0.060329,0.036563,0.025641,0.073967,0.517073,0.035354,0.9375,0.017045,0,0,0,0,0,0.005682,0.078788,0,1,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.666667,0,0.651996,0.675705,T
0.033,0.001082,0.309374,0.140704,0.124909,0.633333,0.151515,0.851852,0,0,0,0,0,0,0,0.043478,1,0.33,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.725837,0.689556,T
0.008,0.000652,0.970648,0.732284,0.199733,0.857143,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.08,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.897309,0.886737,B
0.018,0.00282,0.91604,0.865772,0.059297,0.731343,0.055556,1,0,0,0,0,0,0,0.055556,0.111111,1,0.18,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.555556,0.15,0.772083,0.762084,B
0.014,0.003034,0.048114,0.081081,0.12911,0.621622,0,1.076923,0,0,0,0,0,0,0,0.071429,1,0.14,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.333333,0,0.639833,0.71668,B
0.023,0.002825,0.125537,0.09589,0.087217,0.820313,0.043478,0.888889,0.111111,0,0,0,0,0,0.055556,0.625,1,0.23,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.779503,0.803011,B
0.015,0.001701,0.797323,0.702703,0.076525,0.947183,0,1.071429,0,0,0,0,0,0,0.071429,0.066667,1,0.15,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.15,0.574314,0.502922,T
0.009,0.000836,0.9252,0.699346,0.07994,0.307692,0,1.125,0,0,0,0,0,0,0,0.111111,1,0.09,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.618567,0.696952,B
0.026,0.000555,0.706913,0.096115,0.372639,0.1875,0,0.913044,0.130435,0,0,0,0,0,0,0.142857,1,0.26,0.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0.05,0.37589,0.458868,B
0.013,0.002878,0.959929,0.864407,0.34502,0.704545,0,1.083333,0,0,0,0,0,0,0.083333,0.076923,1,0.13,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.535502,0.63134,B
0.016,0.007696,0.901876,0.661017,0.07411,0.692308,0.0625,1,0,0,0,0,0,0,0.071429,0.285714,1,0.16,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.746081,0.760914,B
0.208,0.025673,0.951617,0.868421,0.558797,0.144033,0.0625,0.929412,0,0,0,0,0,0,0,0.012658,0,1,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6,0.1,0.281777,0.303612,T
0.013,0.002309,0.20302,0.059524,0.110967,0.875,0.153846,0.363636,0.545455,0,0,0,0,0.090909,0.090909,0.25,1,0.13,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.864079,0.866145,B
0.286,0.006104,0.418223,0.554192,0.372639,0.027211,0.027972,0.972222,0,0,0,0,0,0,0,0.110204,0,1,0.2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.643215,0.400509,T
1,0.957837,0.027624,0.6,0.343351,0.30711,0.015483,0.972212,0.0102,0,0.000703,0.000352,0,0.000352,0.001055,0.061505,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.686047,0.15,0.736175,0.814937,T
0.013,0.002309,0.120959,0.25,0.110967,0.872549,0.153846,0.363636,0.545455,0,0,0,0,0.090909,0.090909,0.25,1,0.13,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.867863,0.864575,B
0.038,0.01598,0.328848,0.225,0.088474,0.808081,0.052632,0.971429,0,0,0,0,0,0,0.028571,0.058824,1,0.38,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.814486,0.818534,B
0.005,0.000164,0.537562,0.565327,0.124909,0.983923,0,0,1,0,0,0,0,0,0.25,0,1,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0.05,0.983923,0.837672,T
0.031,0.005506,0.675133,0.702381,0.110967,0.739496,0.096774,0.642857,0.285714,0,0,0,0,0.035714,0.035714,0.055556,0,0.15,0.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.683999,0.698427,B
0.009,0.001013,0.002251,0.460674,0.204927,0.963115,0,1.125,0,0,0,0,0,0,0.125,0.111111,1,0.09,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.4,0.1,0.668783,0.590276,B
0.013,0.001202,0.998798,1,0.779588,0.277778,0,1.076923,0,0,0,0,0,0,0.076923,0.071429,1,0.13,0.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.75,0.35,0.26789,0.223872,T
0.021,0.00211,0.046428,0.303303,0.068524,0.976615,0.047619,1,0,0,0,0,0,0,0,0.411765,1,0.21,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.647059,0.05,0.725538,0.64908,B
0.062,0.001955,0.406149,0.239819,0.455538,0.101449,0.048387,0.912281,0.052632,0,0,0,0,0,0,0.153846,1,0.62,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.666667,0.05,0.376278,0.302772,B
0.027,0.003071,0.814469,0.789474,0.061058,0.881057,0.037037,1,0,0,0,0,0,0,0.04,0.12,1,0.27,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.888277,0.899478,B
0.02,0.001739,0.641168,0.534884,0.23703,0.846154,0,0.6875,0.375,0,0,0,0,0.0625,0.0625,0.181818,1,0.2,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0.05,0.833267,0.834669,B
0.016,0.002119,0.736159,0.333333,0.143307,0.898734,0.0625,0.642857,0.357143,0,0,0,0,0,0.071429,0.111111,1,0.16,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.771959,0.815148,B
0.069,0.002262,0.106359,0.050251,0.124909,0.452381,0.072464,0.932203,0,0,0,0,0,0,0,0.054545,0,0.69,0.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.550247,0.548797,T
0.02,0.00201,0.211537,0.099099,0.068524,0.89071,0.05,1,0,0,0,0,0,0,0,0.176471,1,0.2,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.666667,0.05,0.915868,0.893466,B
0.002,0.00141,0.188999,0.40625,0.118493,0.714286,0,0,1.5,0,0,0,0,0,0,0,1,0.02,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.556277,0.619481,B
0.007,0.00086,0.812677,0.753425,0.087217,0.970339,0,1.166667,0,0,0,0,0,0,0.166667,0.142857,1,0.07,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.666667,0.1,0.356032,0.358092,T
0.026,0.000852,0.417961,0.256281,0.124909,0.686747,0.115385,0.913044,0,0,0,0,0,0,0,0.047619,1,0.26,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.691743,0.629412,T
0.006,0.001045,0.8502,0.899498,0.12121,0.915493,0,1.166667,0,0,0,0,0,0,0.166667,0.142857,1,0.06,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.15,0.487934,0.411439,T
0.012,0.004896,0.020808,0.643836,0.075179,0.294118,0.083333,1,0,0,0,0,0,0,0,0.181818,1,0.12,0.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.05,0.189089,0.188244,B
0.033,0.003316,0.038187,0.243243,0.068524,0.828125,0,1.032258,0,0,0,0,0,0,0,0.0625,1,0.33,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.666667,0.05,0.843033,0.870009,B
0.064,0.007566,0.354534,0.221477,0.221753,0.818697,0.046875,0.818182,0.145455,0,0,0,0,0.018182,0.036364,0.066667,1,0.64,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.545455,0.15,0.79808,0.787854,B
0.032,0.006099,0.62226,0.493333,0.09079,0.906158,0,1.034483,0,0,0,0,0,0,0.068966,0.1,1,0.32,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.15,0.721133,0.699716,B
0.024,0.001852,0.78884,0.623656,0.295,0.793104,0,1.047619,0,0,0,0,0,0,0.047619,0.090909,1,0.24,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.05,0.784077,0.776805,B
0.001,0.000238,0.232287,0.413793,0.078333,0.8,0,0,1,0,0,0,0,0,0,0,1,0.01,0.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.05,0.862791,0.875788,B
